no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets_value,loan_to_asset_ratio
4,Graduate,No,8100000,19000000,6,375,4100000,14500000,19100000,11900000,0,2.345679012345679,49600000,0.38306451612903225
4,Not Graduate,No,5900000,14900000,14,857,2600000,9500000,16000000,3500000,1,2.5254237288135593,31600000,0.47151898734177217
5,Graduate,Yes,8100000,32100000,6,823,18200000,1800000,24100000,6500000,1,3.962962962962963,50600000,0.6343873517786561
0,Graduate,No,1400000,5000000,8,686,1800000,1900000,3200000,1500000,1,3.5714285714285716,8400000,0.5952380952380952
1,Graduate,No,1600000,6300000,2,721,3000000,600000,5200000,900000,1,3.9375,9700000,0.6494845360824743
4,Graduate,No,4600000,9400000,18,545,800000,2400000,11500000,6300000,0,2.0434782608695654,21000000,0.44761904761904764
1,Not Graduate,No,2900000,8900000,6,523,900000,5600000,9700000,1800000,0,3.0689655172413794,18000000,0.49444444444444446
2,Graduate,Yes,8600000,24900000,20,607,13600000,7600000,31800000,5400000,1,2.895348837209302,58400000,0.4263698630136986
4,Not Graduate,No,3800000,14900000,20,428,6500000,3500000,12200000,2500000,0,3.9210526315789473,24700000,0.6032388663967612
0,Not Graduate,No,8200000,20300000,4,666,13100000,10200000,25900000,7800000,1,2.475609756097561,57000000,0.356140350877193
3,Graduate,No,3200000,10100000,20,704,3400000,4800000,9000000,3900000,1,3.15625,21100000,0.4786729857819905
0,Not Graduate,Yes,8100000,23800000,10,794,5400000,15500000,20700000,8800000,1,2.9382716049382718,50400000,0.4722222222222222
1,Graduate,Yes,9800000,23300000,12,430,3200000,12600000,30500000,13900000,0,2.377551020408163,60200000,0.38704318936877075
0,Not Graduate,No,200000,500000,20,615,500000,200000,600000,200000,1,2.5,1500000,0.3333333333333333
0,Not Graduate,No,6600000,14100000,20,360,6800000,5100000,25400000,7800000,0,2.1363636363636362,45100000,0.31263858093126384
0,Not Graduate,No,9100000,18300000,14,458,6100000,9200000,34100000,10000000,0,2.010989010989011,59400000,0.30808080808080807
2,Not Graduate,No,5500000,20400000,12,887,8800000,9400000,12300000,3300000,1,3.709090909090909,33800000,0.6035502958579881
4,Not Graduate,No,7200000,27400000,8,735,14100000,14200000,19400000,9500000,1,3.8055555555555554,57200000,0.479020979020979
1,Not Graduate,No,2400000,5600000,16,379,3700000,600000,7200000,3400000,0,2.3333333333333335,14900000,0.37583892617449666
4,Graduate,No,9600000,25500000,20,544,4000000,11400000,23800000,11100000,0,2.65625,50300000,0.5069582504970179
1,Graduate,Yes,5800000,16700000,12,721,1100000,9700000,17200000,7500000,1,2.8793103448275863,35500000,0.4704225352112676
4,Not Graduate,No,2300000,6000000,8,676,6000000,400000,4800000,2200000,1,2.608695652173913,13400000,0.44776119402985076
1,Not Graduate,No,300000,1200000,4,342,800000,100000,1100000,200000,1,4.0,2200000,0.5454545454545454
0,Not Graduate,No,9900000,27000000,16,566,3500000,17300000,36900000,11500000,1,2.727272727272727,69200000,0.3901734104046243
2,Not Graduate,No,3500000,14000000,2,355,8700000,1600000,11800000,2900000,1,4.0,25000000,0.56
2,Graduate,No,4800000,18500000,20,605,5700000,5500000,14700000,5800000,1,3.8541666666666665,31700000,0.583596214511041
2,Not Graduate,No,1600000,5200000,16,525,300000,2900000,5600000,1600000,0,3.25,10400000,0.5
5,Graduate,Yes,800000,2500000,12,403,500000,0,3200000,800000,0,3.125,4500000,0.5555555555555556
1,Graduate,Yes,9000000,33500000,18,727,18800000,10500000,28100000,5300000,1,3.7222222222222223,62700000,0.5342902711323764
1,Graduate,No,8300000,28900000,12,529,18300000,3900000,32500000,5800000,0,3.4819277108433737,60500000,0.47768595041322315
4,Graduate,No,2800000,6100000,18,415,2200000,4200000,8400000,2000000,0,2.1785714285714284,16800000,0.3630952380952381
1,Graduate,Yes,6400000,17300000,10,879,10000000,1100000,15400000,8200000,1,2.703125,34700000,0.49855907780979825
2,Not Graduate,Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000,1,2.1,39100000,0.32225063938618925
0,Graduate,No,2900000,9800000,16,395,5400000,4300000,8600000,2400000,0,3.3793103448275863,20700000,0.47342995169082125
0,Graduate,No,6500000,24100000,20,488,3300000,6000000,22900000,9700000,0,3.707692307692308,41900000,0.5751789976133651
1,Graduate,Yes,200000,400000,8,569,200000,200000,700000,300000,1,2.0,1400000,0.2857142857142857
1,Not Graduate,No,8400000,24600000,14,817,1800000,13100000,31300000,8200000,1,2.9285714285714284,54400000,0.4522058823529412
1,Graduate,Yes,6100000,17800000,20,706,16000000,10900000,16900000,4300000,1,2.918032786885246,48100000,0.3700623700623701
2,Graduate,Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000,1,3.9,41600000,0.75
5,Not Graduate,Yes,900000,1800000,14,464,2300000,300000,1800000,700000,0,2.0,5100000,0.35294117647058826
2,Graduate,No,7300000,20000000,6,729,13100000,10700000,17900000,9100000,1,2.73972602739726,50800000,0.3937007874015748
4,Not Graduate,Yes,3700000,7400000,12,363,4800000,6800000,10500000,4400000,0,2.0,26500000,0.2792452830188679
2,Graduate,No,5200000,17200000,12,565,3500000,1300000,20000000,6300000,1,3.3076923076923075,31100000,0.5530546623794212
1,Graduate,No,7200000,21000000,14,421,3500000,11600000,21800000,4600000,0,2.9166666666666665,41500000,0.5060240963855421
0,Not Graduate,Yes,9400000,34200000,10,512,13100000,15600000,32600000,6300000,0,3.6382978723404253,67600000,0.5059171597633136
3,Not Graduate,Yes,3400000,12400000,2,730,2500000,3900000,12200000,4600000,1,3.6470588235294117,23200000,0.5344827586206896
0,Graduate,No,600000,2300000,8,627,1800000,500000,2200000,300000,1,3.8333333333333335,4800000,0.4791666666666667
0,Not Graduate,Yes,3300000,10000000,16,434,3000000,4100000,12900000,4100000,0,3.0303030303030303,24100000,0.4149377593360996
2,Graduate,Yes,5900000,14300000,2,410,11900000,4400000,16900000,4100000,0,2.4237288135593222,37300000,0.38337801608579086
3,Not Graduate,No,1300000,3600000,16,624,2400000,2300000,3300000,1900000,1,2.769230769230769,9900000,0.36363636363636365
4,Graduate,Yes,5700000,16900000,4,656,13000000,7400000,22000000,8400000,1,2.9649122807017543,50800000,0.33267716535433073
2,Not Graduate,No,7700000,27300000,16,758,7300000,4600000,24800000,9100000,1,3.5454545454545454,45800000,0.5960698689956332
4,Not Graduate,Yes,7000000,23500000,18,336,15000000,9500000,19700000,7800000,0,3.357142857142857,52000000,0.4519230769230769
5,Graduate,No,8100000,21900000,18,378,5200000,3400000,16200000,9600000,0,2.7037037037037037,34400000,0.6366279069767442
1,Graduate,Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000,1,2.210526315789474,15900000,0.2641509433962264
2,Graduate,No,4500000,9100000,18,593,-100000,600000,12400000,2500000,1,2.022222222222222,15400000,0.5909090909090909
0,Not Graduate,Yes,9600000,34000000,12,710,23800000,10300000,38100000,7800000,1,3.5416666666666665,80000000,0.425
1,Not Graduate,Yes,5400000,20700000,8,753,1900000,800000,19000000,3600000,1,3.8333333333333335,25300000,0.8181818181818182
1,Not Graduate,Yes,7800000,27200000,16,454,16100000,3400000,17100000,11400000,0,3.4871794871794872,48000000,0.5666666666666667
1,Graduate,Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000,1,2.3292682926829267,67500000,0.28296296296296297
2,Graduate,No,8900000,28500000,6,367,22200000,16600000,21500000,9300000,0,3.202247191011236,69600000,0.40948275862068967
1,Graduate,No,1400000,3100000,20,384,200000,1200000,4200000,1800000,0,2.2142857142857144,7400000,0.4189189189189189
2,Graduate,No,1700000,5900000,16,610,3100000,300000,3700000,1300000,1,3.4705882352941178,8400000,0.7023809523809523
0,Graduate,No,5300000,19500000,12,802,9800000,3300000,15200000,3200000,1,3.6792452830188678,31500000,0.6190476190476191
3,Graduate,No,6500000,25200000,10,858,15400000,10900000,14000000,8100000,1,3.876923076923077,48400000,0.5206611570247934
2,Graduate,No,5900000,14000000,8,599,4700000,9500000,17800000,6700000,1,2.3728813559322033,38700000,0.36175710594315247
4,Graduate,Yes,9800000,27000000,2,395,18700000,3000000,23000000,9700000,0,2.7551020408163267,54400000,0.4963235294117647
3,Graduate,Yes,7700000,16200000,6,380,11500000,15100000,22500000,6400000,0,2.103896103896104,55500000,0.2918918918918919
1,Graduate,No,7900000,27100000,10,803,20000000,9800000,22200000,6600000,1,3.430379746835443,58600000,0.46245733788395904
4,Graduate,No,3500000,8900000,20,809,7100000,1500000,13700000,3200000,1,2.5428571428571427,25500000,0.34901960784313724
4,Not Graduate,No,2400000,6600000,2,722,6100000,3300000,5600000,3000000,1,2.75,18000000,0.36666666666666664
5,Graduate,No,9900000,35700000,10,392,7900000,4300000,39200000,13000000,0,3.606060606060606,64400000,0.5543478260869565
0,Graduate,No,3900000,14500000,8,545,5900000,3000000,10300000,3400000,0,3.717948717948718,22600000,0.6415929203539823
2,Not Graduate,Yes,7300000,28500000,10,799,21500000,3100000,15800000,4300000,1,3.904109589041096,44700000,0.6375838926174496
0,Graduate,Yes,6400000,21900000,12,727,15400000,10100000,24000000,5300000,1,3.421875,54800000,0.39963503649635035
4,Graduate,No,7100000,19800000,18,530,7100000,3400000,20900000,7100000,0,2.788732394366197,38500000,0.5142857142857142
2,Not Graduate,No,8800000,19000000,14,637,13700000,13900000,27100000,6100000,1,2.159090909090909,60800000,0.3125
5,Graduate,No,7400000,21000000,4,561,21300000,3800000,26400000,3900000,1,2.8378378378378377,55400000,0.37906137184115524
2,Not Graduate,No,4400000,12000000,20,421,9300000,2700000,15700000,3400000,0,2.727272727272727,31100000,0.3858520900321543
3,Graduate,Yes,8600000,30300000,14,459,12000000,4100000,23800000,9100000,0,3.5232558139534884,49000000,0.6183673469387755
3,Not Graduate,No,6900000,26000000,14,828,14800000,4200000,18500000,3600000,1,3.7681159420289854,41100000,0.6326034063260341
4,Graduate,No,9600000,27500000,20,679,23400000,7500000,37800000,6300000,1,2.8645833333333335,75000000,0.36666666666666664
2,Graduate,Yes,8100000,25700000,8,455,22300000,11500000,19800000,9500000,0,3.1728395061728394,63100000,0.40729001584786056
0,Not Graduate,No,2600000,9400000,18,879,2800000,1400000,5100000,2300000,1,3.6153846153846154,11600000,0.8103448275862069
3,Graduate,Yes,9300000,26100000,14,636,4700000,16100000,34500000,11600000,1,2.806451612903226,66900000,0.3901345291479821
2,Not Graduate,Yes,2100000,5600000,16,426,400000,300000,7100000,1200000,0,2.6666666666666665,9000000,0.6222222222222222
4,Not Graduate,Yes,9000000,21500000,14,508,16600000,17300000,24300000,13100000,0,2.388888888888889,71300000,0.3015427769985975
3,Not Graduate,Yes,7000000,19200000,4,768,8600000,13700000,19200000,7700000,1,2.742857142857143,49200000,0.3902439024390244
3,Not Graduate,No,2200000,6400000,20,667,6300000,3900000,8300000,2900000,1,2.909090909090909,21400000,0.29906542056074764
5,Graduate,Yes,7500000,28200000,2,440,8200000,5800000,24400000,6000000,1,3.76,44400000,0.6351351351351351
1,Graduate,Yes,8300000,16800000,2,366,22000000,6600000,27300000,4500000,0,2.0240963855421685,60400000,0.2781456953642384
2,Not Graduate,No,300000,600000,2,383,600000,300000,1100000,400000,0,2.0,2400000,0.25
0,Not Graduate,Yes,300000,800000,4,603,800000,200000,600000,200000,1,2.6666666666666665,1800000,0.4444444444444444
3,Graduate,No,3900000,14900000,4,728,4700000,4000000,14900000,5500000,1,3.8205128205128207,29100000,0.5120274914089347
0,Not Graduate,No,6600000,20300000,6,549,10800000,900000,23100000,9800000,0,3.0757575757575757,44600000,0.4551569506726457
0,Graduate,No,4100000,10700000,8,855,11500000,700000,11200000,3100000,1,2.6097560975609757,26500000,0.4037735849056604
5,Graduate,Yes,1800000,5300000,12,461,2800000,2000000,4700000,2000000,0,2.9444444444444446,11500000,0.4608695652173913
3,Not Graduate,Yes,7000000,16100000,16,379,2000000,5200000,23000000,10000000,0,2.3,40200000,0.40049751243781095
2,Not Graduate,Yes,5100000,13700000,6,559,7800000,9800000,12700000,5100000,1,2.6862745098039214,35400000,0.3870056497175141
1,Not Graduate,Yes,300000,600000,8,816,600000,300000,1100000,200000,1,2.0,2200000,0.2727272727272727
4,Not Graduate,Yes,4300000,11400000,2,560,10000000,3900000,8900000,3300000,1,2.6511627906976742,26100000,0.4367816091954023
0,Graduate,Yes,3200000,12000000,14,645,5200000,1400000,12100000,3400000,1,3.75,22100000,0.5429864253393665
4,Not Graduate,Yes,4200000,11500000,6,551,10600000,7600000,11300000,5000000,1,2.738095238095238,34500000,0.3333333333333333
0,Not Graduate,Yes,9600000,22900000,8,515,4300000,14700000,33300000,7800000,0,2.3854166666666665,60100000,0.3810316139767055
4,Graduate,No,1300000,3600000,10,657,3200000,1900000,2900000,1100000,1,2.769230769230769,9100000,0.3956043956043956
3,Not Graduate,No,2400000,9300000,2,682,3100000,4400000,5200000,1500000,1,3.875,14200000,0.6549295774647887
0,Graduate,No,600000,1600000,10,588,1600000,100000,1100000,300000,1,2.6666666666666665,3100000,0.5161290322580645
5,Graduate,Yes,9600000,38000000,10,359,2100000,13600000,38200000,9400000,0,3.9583333333333335,63300000,0.6003159557661928
0,Graduate,No,400000,1200000,4,766,900000,300000,1200000,300000,1,3.0,2700000,0.4444444444444444
4,Graduate,No,5900000,19900000,14,469,14200000,6800000,22100000,3200000,0,3.3728813559322033,46300000,0.4298056155507559
0,Graduate,Yes,700000,1400000,10,618,1300000,200000,1700000,500000,1,2.0,3700000,0.3783783783783784
0,Not Graduate,Yes,8600000,17700000,20,711,22000000,0,30800000,7400000,1,2.058139534883721,60200000,0.29401993355481726
0,Graduate,Yes,9000000,34000000,4,549,2000000,8900000,20000000,12400000,1,3.7777777777777777,43300000,0.7852193995381063
3,Graduate,Yes,5100000,20400000,6,754,1700000,2600000,11800000,7600000,1,4.0,23700000,0.8607594936708861
4,Not Graduate,Yes,500000,1500000,6,461,1300000,500000,1700000,200000,0,3.0,3700000,0.40540540540540543
2,Graduate,No,1600000,3800000,10,837,3800000,1100000,5500000,1600000,1,2.375,12000000,0.31666666666666665
0,Graduate,Yes,9800000,23900000,14,459,1000000,13400000,21100000,7200000,0,2.438775510204082,42700000,0.5597189695550351
4,Graduate,No,7800000,29700000,20,614,22000000,700000,26800000,6300000,1,3.8076923076923075,55800000,0.532258064516129
4,Not Graduate,No,6500000,24000000,16,373,5600000,5100000,15600000,6700000,0,3.6923076923076925,33000000,0.7272727272727273
5,Graduate,Yes,7500000,26500000,12,512,16500000,2900000,23700000,6000000,0,3.533333333333333,49100000,0.539714867617108
4,Graduate,Yes,8900000,23400000,18,781,16500000,3100000,24900000,5800000,1,2.6292134831460676,50300000,0.46520874751491054
4,Graduate,Yes,1800000,5800000,14,305,600000,3300000,3600000,2000000,0,3.2222222222222223,9500000,0.6105263157894737
1,Not Graduate,Yes,7600000,27800000,6,447,1300000,700000,20100000,10900000,0,3.6578947368421053,33000000,0.8424242424242424
4,Graduate,Yes,1200000,4600000,6,757,1900000,200000,4800000,1500000,1,3.8333333333333335,8400000,0.5476190476190477
5,Graduate,Yes,2700000,10400000,2,723,2800000,700000,10300000,1400000,1,3.8518518518518516,15200000,0.6842105263157895
1,Not Graduate,Yes,4600000,10900000,12,463,1200000,1200000,10900000,6600000,0,2.369565217391304,19900000,0.5477386934673367
2,Not Graduate,No,6900000,18700000,10,699,12800000,5700000,21200000,5200000,1,2.710144927536232,44900000,0.41648106904231624
4,Graduate,Yes,8400000,25200000,2,308,8100000,9300000,27700000,10500000,1,3.0,55600000,0.45323741007194246
0,Graduate,No,300000,500000,18,702,300000,400000,1200000,100000,1,1.6666666666666667,2000000,0.25
2,Not Graduate,Yes,9500000,37500000,4,456,10200000,16800000,34100000,12900000,1,3.9473684210526314,74000000,0.5067567567567568
3,Graduate,Yes,1900000,5900000,8,651,700000,2100000,6200000,1500000,1,3.1052631578947367,10500000,0.5619047619047619
3,Not Graduate,No,4200000,14500000,20,840,4500000,5900000,8900000,4600000,1,3.4523809523809526,23900000,0.606694560669456
4,Graduate,Yes,2200000,7900000,18,848,5100000,1700000,8500000,1600000,1,3.590909090909091,16900000,0.46745562130177515
5,Graduate,Yes,7100000,19700000,4,727,7700000,12900000,23600000,5800000,1,2.7746478873239435,50000000,0.394
4,Graduate,No,3500000,11600000,10,335,6300000,5200000,10300000,2300000,0,3.3142857142857145,24100000,0.48132780082987553
5,Not Graduate,No,400000,800000,18,304,900000,500000,1400000,400000,0,2.0,3200000,0.25
2,Graduate,Yes,8800000,34400000,2,712,10500000,12500000,29300000,5900000,1,3.909090909090909,58200000,0.5910652920962199
0,Not Graduate,No,1800000,6600000,10,737,5000000,2000000,6000000,1500000,1,3.6666666666666665,14500000,0.45517241379310347
1,Graduate,Yes,7600000,29300000,14,690,13900000,4000000,30000000,9100000,1,3.8552631578947367,57000000,0.5140350877192983
1,Graduate,Yes,1000000,3200000,4,888,2000000,1500000,2200000,1300000,1,3.2,7000000,0.45714285714285713
2,Not Graduate,Yes,8200000,27200000,10,839,9200000,6400000,25500000,6000000,1,3.317073170731707,47100000,0.5774946921443737
5,Not Graduate,Yes,3600000,12400000,8,333,8800000,1000000,10700000,4000000,0,3.4444444444444446,24500000,0.5061224489795918
5,Graduate,No,9400000,23700000,18,862,21500000,3500000,22400000,5600000,1,2.521276595744681,53000000,0.44716981132075473
5,Not Graduate,No,2600000,9100000,4,309,6400000,1400000,5900000,3400000,1,3.5,17100000,0.5321637426900585
5,Not Graduate,No,9500000,30700000,10,823,16300000,3700000,30300000,13100000,1,3.231578947368421,63400000,0.4842271293375394
0,Graduate,Yes,3500000,11700000,14,649,2700000,700000,11400000,4800000,1,3.342857142857143,19600000,0.5969387755102041
5,Not Graduate,Yes,9800000,35700000,10,726,9400000,18900000,31200000,12000000,1,3.642857142857143,71500000,0.4993006993006993
4,Graduate,No,800000,3100000,18,712,400000,700000,1900000,1100000,1,3.875,4100000,0.7560975609756098
0,Not Graduate,No,9700000,37300000,20,701,12100000,16200000,24100000,10500000,1,3.845360824742268,62900000,0.5930047694753577
3,Graduate,No,6200000,21300000,12,655,6500000,11600000,19200000,5000000,1,3.435483870967742,42300000,0.5035460992907801
1,Not Graduate,Yes,4400000,16600000,18,385,800000,5300000,13400000,5100000,0,3.772727272727273,24600000,0.6747967479674797
2,Graduate,No,1800000,3800000,4,777,5100000,2700000,4600000,1400000,1,2.111111111111111,13800000,0.2753623188405797
3,Graduate,No,1700000,5300000,14,696,300000,700000,4500000,800000,1,3.1176470588235294,6300000,0.8412698412698413
3,Graduate,No,3900000,14100000,16,496,2500000,2200000,13700000,2900000,0,3.6153846153846154,21300000,0.6619718309859155
2,Graduate,Yes,2200000,7900000,6,659,3400000,1800000,8600000,2400000,1,3.590909090909091,16200000,0.4876543209876543
3,Not Graduate,Yes,6300000,17700000,2,542,16800000,900000,16400000,5300000,0,2.8095238095238093,39400000,0.44923857868020306
2,Not Graduate,No,2200000,8700000,18,729,3900000,3300000,7600000,1300000,1,3.9545454545454546,16100000,0.5403726708074534
